ID,collection_date,longitude,latitude
299,2024-08-17,4002387.41222724,2969998.44890353
300,2024-08-06,3997324.92505595,2960732.37376812
301,2024-08-18,4001706.65301532,2958113.20460417
302,2024-08-22,3996851.6203517,2957065.25804265
303,2024-08-05,4006168.27892078,2958180.44661616
304,2024-08-17,3993826.64855683,2956992.12500268
305,2024-08-18,4006430.49447633,2974776.76935784
306,2024-08-22,4004952.92689119,2957433.67495152
307,2024-08-17,4005642.81318141,2956371.6879624
308,2024-08-21,4003706.95793341,2954124.44602033
309,2024-08-24,4001937.92615017,2972052.55320491
310,2024-08-22,3997934.38674299,2969160.64882094
311,2024-08-02,4002738.93709865,2951564.11916552
312,2024-08-09,3991663.60118771,2932641.25459025
313,2024-08-22,4008370.04040646,2955197.62587681
314,2024-08-12,3994992.07706533,2958320.95964976
315,2024-08-22,3995908.64517103,2956417.10828667
316,2024-08-23,4014560.79990095,2959119.52339362
317,2024-08-24,4006448.64897005,2958463.65207225
318,2024-08-21,4012127.47913582,2948884.34897292
319,2024-08-25,4008204.60458369,2954182.16332771
320,2024-08-20,4005281.56059375,2953591.52965314
321,2024-08-08,4004675.91859159,2953376.47510226
322,2024-08-25,4003379.51087744,2958441.02714323
323,2024-08-25,3999578.92515937,2959941.31228746
324,2024-08-25,4006561.07901473,2939969.47897077
325,2024-08-14,4004647.52537809,2951456.6991177
326,2024-08-26,4010141.1988975,2958376.98761393
327,2024-08-22,4000518.39170771,2972133.83106136
328,2024-08-13,3998759.10770389,2945015.9977438
329,2024-08-28,4013081.50921973,2958979.64955552
330,2024-08-12,4011098.7768148,2956966.91774192
331,2024-08-10,4004384.8774081,2954007.79433622
332,2024-08-22,3999764.72953944,2945332.77926695
333,2024-08-19,4002183.4247541,2951743.15229019
334,2024-08-27,3991851.75253008,2942256.45590477
335,2024-08-10,3997905.2235619,2953086.41694906
336,2024-08-30,4010963.08526922,2958566.7785445
337,2024-08-29,3997764.14802864,2959809.21437883
338,2024-08-30,3996060.75295052,2957146.99638113
339,2024-08-15,4003893.41835013,2951856.77001467
340,2024-08-13,3999359.88851709,2955146.80930144
341,2024-08-18,3998105.45514399,2958272.44325055
342,2024-08-25,4008028.27415478,2955816.49493132
343,2024-08-30,3999284.42715191,2941829.90576411
344,2024-08-28,4004462.57302703,2959386.22508858
345,2024-08-27,4015627.21175489,2965166.35176666
346,2024-08-27,3997874.2736379,2941938.72003695
347,2024-08-25,3995115.16068423,2958432.82346568
348,2024-08-30,3998246.34372233,2946168.68839089
349,2024-08-30,4000378.93105178,2970767.96595789
350,2024-08-10,4007277.01192601,2958562.86825195
351,2024-08-25,4003457.20407093,2967935.58944758
352,2024-08-27,4010445.72301146,2956136.41795535
353,2024-08-28,3993115.14885357,2962932.61111976
354,2024-08-07,4014103.01089283,2959470.77637448
355,2024-08-28,4013998.59147832,2957577.74768149
356,2024-08-28,3994130.48382215,2971780.39830576
357,2024-08-24,4002375.78729783,2952265.17537515
358,2024-08-24,4005970.8793357,2951164.2816373
359,2024-08-31,3998036.86568397,2956806.25568873
360,2024-08-29,3989831.81848776,2953807.3077321
361,2024-08-20,4005032.42720924,2953887.61824881
362,2024-08-24,3989090.80588457,2935209.67796262
363,2024-08-17,3999652.40493422,2956088.8628158
364,2024-08-26,4003745.36915412,2947438.24550918
365,2024-08-17,4001868.26870697,2957270.77693347
366,2024-08-16,3998256.8581251,2947143.04819847
367,2024-08-30,4004371.92774201,2951930.21984224
368,2024-08-28,3994786.64984749,2958914.00309268
369,2024-08-30,4003997.26591079,2970781.70526213
370,2024-09-02,4001501.7660737,2954938.62385515
371,2024-08-11,3999474.16784905,2945433.19586811
372,2024-08-11,4003241.75051909,2956009.12929655
373,2024-08-22,3999310.59925399,2960028.29795688
374,2024-08-16,3999784.53973879,2960448.64354058
375,2024-09-01,3996919.6716754,2957987.95426136
376,2024-08-16,3997542.28821616,2955994.36878011
377,2024-08-30,3996478.29679651,2943697.11399833
378,2024-08-29,3998281.9440073,2953926.89379877
379,2024-08-25,4000416.70294653,2952632.63853088
380,2024-09-05,4010030.61644354,2956905.3125965
381,2024-08-29,4020519.56443568,2965132.44194201
382,2024-08-31,4002293.31684828,2968720.94966238
383,2024-08-31,4002573.68971353,2950175.68013626
384,2024-08-29,4000165.05136574,2946001.24667016
385,2024-08-27,4010169.16529799,2956367.89926355
386,2024-08-31,3997491.67154794,2941757.32232768
387,2024-09-01,4002946.67929344,2970172.0099633
388,2024-08-25,3998358.96862365,2958604.54634382
389,2024-09-01,4003673.73912455,2951469.36336716
390,2024-08-12,3997578.57689815,2944188.98718859
391,2024-09-01,3999351.80282704,2951309.86791251
392,2024-09-01,4008228.80480189,2939627.828976
393,2024-09-03,4000597.3117175,2941115.53720682
394,2024-09-02,4006320.67182986,2956211.50353049
395,2024-09-05,4009581.43082714,2957743.23470138
396,2024-08-30,4017235.09477067,2942975.33327164
397,2024-08-18,3998668.64252348,2944307.33168137
398,2024-08-30,4005645.55522474,2955684.97072425
399,2024-08-30,4004839.96091831,2953465.4377584
400,2024-08-31,3991679.97738133,2969044.18138027
401,2024-08-18,4014746.54747843,2960793.55060764
402,2024-08-18,3997896.17623839,2959994.24256592
403,2024-09-02,4010331.97535189,2953075.3479642
404,2024-08-25,4004899.54280322,2953104.27703361
405,2024-08-31,4016860.60985871,2965304.61758511
406,2024-09-02,4000223.19853157,2939511.46441863
407,2024-08-16,4003276.62183144,2954579.26471759
408,2024-08-23,4004189.97085453,2942146.69701152
409,2024-08-27,3995678.59047277,2944718.3976701
410,2024-08-18,4003975.85789526,2955955.93828252
411,2024-08-23,4007669.11083424,2950676.42868786
412,2024-09-01,4004698.33713137,2957644.04690852
413,2024-09-05,4006866.65768792,2970144.32716104
414,2024-08-14,4003516.17598789,2955353.36521348
415,2024-08-20,3997778.24646632,2953494.73075301
416,2024-09-04,3998944.46542055,2956208.64803785
417,2024-09-07,4017072.02424214,2966050.15189166
418,2024-08-22,4010301.07591291,2957576.17693181
419,2024-08-25,3996329.77173,2953981.49513934
420,2024-08-25,4010959.53020566,2945319.87661455
421,2024-09-02,4009775.67988294,2945798.2623991
422,2024-09-07,4000979.97824403,2941627.66909421
423,2024-08-24,4001805.97749448,2959453.13041861
424,2024-09-06,4004172.84160534,2954513.57301069
425,2024-09-08,3997804.14896804,2957413.9906008
426,2024-08-28,4007539.0667809,2955526.01016061
427,2024-08-21,4000066.85902327,2959862.30221579
428,2024-09-06,3998811.44535565,2958780.15747471
429,2024-08-18,3996661.8137257,2957497.32336513
430,2024-09-02,3994545.29789003,2928966.71323828
431,2024-08-30,4016980.0706541,2964857.70589045
432,2024-09-04,3997048.86203055,2982174.45250733
433,2024-09-03,4005167.06700911,2953806.65220433
434,2024-09-07,4004878.30845262,2951650.63765464
435,2024-09-10,4003816.79429535,2954550.54678991
436,2024-08-31,4004158.91348546,2947487.09675243
437,2024-09-04,4000189.97824529,2940455.70053754
438,2024-09-05,4001668.45356184,2953802.53692719
439,2024-08-28,4003022.24374862,2970630.76511591
440,2024-08-18,4005647.91908024,2951382.84399332
441,2024-09-04,3999095.73327082,2944413.28175542
442,2024-08-26,4005918.805671,2954170.17230059
443,2024-09-03,3997225.56224203,2957682.64106533
444,2024-09-09,4010285.68771499,2960203.65759447
445,2024-08-24,3988671.20048814,2953404.31994996
446,2024-09-08,3996229.4267804,2944622.1886712
447,2024-09-05,4006167.46706465,2954979.06421131
448,2024-08-23,3999080.23710295,2941107.72804472
449,2024-09-09,4002299.83460496,2953531.84362898
450,2024-09-07,3997569.267127,2959331.55063069
451,2024-08-22,4002366.68106827,2968942.52333036
452,2024-09-06,4000942.11956057,2968816.11998574
453,2024-09-12,4008890.91919972,2953669.73732176
454,2024-09-08,4001221.32326318,2954905.57584045
455,2024-09-02,4005323.37523257,2953125.12777268
456,2024-09-06,3998768.84587189,2943597.55038533
457,2024-09-07,4006302.87832268,2980552.22553427
458,2024-09-06,3995962.72366845,2970408.93053384
459,2024-08-22,4004903.35153106,2952692.04723968
460,2024-09-10,3984062.46216169,2958617.83120544
461,2024-09-10,4009528.25442247,2956619.18529113
462,2024-09-06,3994896.84438197,2972115.16612196
463,2024-08-25,4002014.79033495,2952930.90192369
464,2024-09-07,3997031.73704744,2944749.47162478
465,2024-09-09,4016067.14305908,2959500.1012331
466,2024-08-29,4014225.21179331,2959950.09352491
467,2024-09-05,3998364.74773649,2955796.74895912
468,2024-09-10,4005921.76727386,2954965.40206156
469,2024-09-10,4001350.05695179,2940980.72949929
470,2024-09-06,4000082.29811515,2955661.29590676
471,2024-09-11,4020436.67118875,2966544.4027886
472,2024-09-12,3994235.05470281,2944118.05814558
473,2024-08-19,4003505.41441089,2956947.4991471
474,2024-09-08,3997311.3719503,2959982.74248737
475,2024-09-10,3991231.21712523,2953514.19527739
476,2024-09-16,3995197.16010931,2970099.58135966
477,2024-08-21,3994131.3989374,2973442.28602102
478,2024-08-28,4010876.75041849,2959953.07194146
479,2024-09-08,4012290.7651331,2959479.33970432
480,2024-09-11,3997721.32950926,2941605.22937953
481,2024-08-23,4005314.21230235,2954631.52337355
482,2024-09-15,4002598.89560364,2952332.25490107
483,2024-09-10,4020161.64017971,2964754.40012361
484,2024-09-13,3999957.59815602,2953684.69416458
485,2024-09-08,4009382.09794659,2957392.15260498
486,2024-09-12,4007216.92940546,2968722.22519592
487,2024-09-07,4004021.62176296,2953725.90598766
488,2024-09-10,4000211.52342409,2945963.86359215
489,2024-09-13,3994339.55157485,2957051.3604375
490,2024-08-20,4006669.39798113,2955392.46226994
491,2024-09-10,4002806.2592473,2958457.47082704
492,2024-09-12,3992422.85253131,2956958.80218127
493,2024-08-24,4007624.73029434,2937892.36980871
494,2024-09-08,4008238.76486279,2946321.29953418
495,2024-09-09,4001378.7005372,2952286.71104633
496,2024-09-07,4006195.83710242,2958985.09412519
497,2024-09-11,4012459.83519384,2961165.33975587
498,2024-09-04,3994027.85721254,2972061.44101686
499,2024-09-11,4005594.37605186,2943699.79636249
500,2024-09-15,4008468.58775877,2950407.31689299
501,2024-08-23,4001634.86359453,2954247.85968827
502,2024-09-08,3997564.3595773,2958814.79933046
503,2024-09-12,4001901.15742101,2941479.8462339
504,2024-09-10,4008833.23042746,2956927.83691705
505,2024-09-18,4010200.73448825,2951765.66545161
506,2024-08-27,4009460.56815159,2951363.68113249
507,2024-09-16,4006581.47017748,2943174.71020584
508,2024-09-11,4010956.8140604,2957591.71138416
509,2024-09-15,4008550.39361537,2953886.2945138
510,2024-09-18,3997457.56039087,2948056.6541658
511,2024-09-15,3991862.54960113,2932866.43778638
512,2024-09-12,3998850.88069869,2945407.7855249
513,2024-09-11,3997872.71227353,2953402.24877432
514,2024-09-10,4006614.56925174,2958131.01632264
515,2024-09-06,4009099.32969489,2956500.27364581
516,2024-09-12,3998058.41790156,2943082.88325957
517,2024-09-15,4003492.22313907,2955808.56771707
518,2024-09-12,4001527.28206754,2940629.686861
519,2024-09-13,4010703.97405367,2959244.33101864
520,2024-08-26,4000072.07354476,2944319.67449674
521,2024-09-17,4001977.83861017,2952934.43244203
522,2024-09-13,3999812.61271615,2959705.98361668
523,2024-09-14,4006589.64356629,2944168.96177345
524,2024-09-01,3996754.35092047,2954752.07487095
525,2024-08-24,3999382.15423471,2944611.80313175
526,2024-09-02,4005102.38254674,2956443.53095853
527,2024-08-28,4003395.47607352,2958604.57418331
528,2024-09-15,4001284.55754847,2956086.67805445
529,2024-09-18,4005736.72974494,2953823.95995459
530,2024-09-15,4005903.36354035,2959004.05088881
531,2024-09-16,4009318.36487913,2952391.48681515
532,2024-09-16,4005508.44104784,2937791.20899899
533,2024-08-26,3999024.16109412,2944038.41521165
534,2024-09-14,3998405.16419739,2953836.2691775
535,2024-09-15,3994150.08117561,2952090.74573213
536,2024-09-17,3997485.54805471,2945669.05581818
537,2024-09-17,4013639.8585144,2970602.87935957
538,2024-09-17,3996324.54430978,2960988.93756266
539,2024-09-14,3997186.95405241,2954528.11436923
540,2024-09-17,4002040.31485328,2951952.95069817
541,2024-09-17,4005697.24299595,2953073.47919004
542,2024-09-16,4004373.4221609,2958714.54467759
543,2024-09-17,4009634.22171221,2955813.35195856
544,2024-09-08,3997808.70806288,2957718.42082243
545,2024-09-16,4017505.45134673,2957644.56701263
546,2024-09-22,4005238.58365422,2946163.6975611
547,2024-09-17,4004461.03204326,2974099.7721611
548,2024-08-25,3993704.87015169,2972779.28742965
549,2024-09-15,3998900.96325476,2957131.8403545
550,2024-09-19,4006070.49215301,2969200.5998102
551,2024-09-16,4000458.22040347,2941523.20106804
552,2024-09-15,4004950.04821002,2959752.16477352
553,2024-09-16,4002887.86662605,2951553.34848374
554,2024-09-17,3995331.58264225,2980782.18050554
555,2024-09-18,4007830.31395292,2954261.44732921
556,2024-09-17,4001135.72499042,2940524.80106993
557,2024-09-21,4010578.53198112,2986119.89015595
558,2024-09-13,3997794.8169146,2952926.10776521
559,2024-08-28,4006926.1757498,2963736.45774811
